chr	start	name	ensembl	Status
19	3094408	GNA11	ENSG00000088256	oncogene
19	3506271	FZR1	ENSG00000105325	Unknown
19	3572936	HMG20B	ENSG00000064961	Unknown
19	4007644	PIAS4	ENSG00000105229	Unknown
19	4182547	SIRT6	ENSG00000077463	Unknown
19	4969132	KDM4B	ENSG00000127663	Unknown
19	6502348	TUBB4A	ENSG00000104833	Unknown
19	7694451	XAB2	ENSG00000076924	Unknown
19	10614417	KEAP1	ENSG00000079999	possible tsg
19	10679735	CDKN2D	ENSG00000129355	Unknown
19	10982379	CARM1	ENSG00000142453	Unknown
19	11071997	SMARCA4	ENSG00000127616	possible oncogene
19	11266484	SPC24	ENSG00000161888	Unknown
19	13030090	SYCE2	ENSG00000161860	Unknown
19	13056669	RAD23A	ENSG00000179262	Unknown
19	13617038	CACNA1A	ENSG00000141837	possible oncogene
19	14228556	PRKACA	ENSG00000072062	Unknown
19	16222439	RAB8A	ENSG00000167461	Unknown
19	17186435	HAUS8	ENSG00000131351	Unknown
19	17378311	BABAM1	ENSG00000105393	Unknown
19	17958826	JAK3	ENSG00000105639	
19	18263928	PIK3R2	ENSG00000105647	oncogene
19	18586743	ELL	ENSG00000105656	Unknown
19	18682540	UBA52	ENSG00000221983	Unknown
19	19431490	MAU2	ENSG00000129933	Unknown
19	19576290	GATAD2A	ENSG00000167491	Unknown
19	30302805	CCNE1	ENSG00000105173	Unknown
19	33463156	C19orf40	ENSG00000131944	Unknown
19	36103672	HAUS5	ENSG00000249115	Unknown
19	36208921	KMT2B	ENSG00000272333	tsg
19	36239262	LIN37	ENSG00000267796	Unknown
19	36606248	POLR2I	ENSG00000105258	Unknown
19	38865176	PSMD8	ENSG00000099341	Unknown
19	40476912	PSMC4	ENSG00000013275	Unknown
19	40791249	AKT2	ENSG00000105221	Unknown
19	41870078	B9D2	ENSG00000123810	Unknown
19	42772689	CIC	ENSG00000079432	possible tsg
19	44079715	XRCC1	ENSG00000073050	Unknown
19	45873815	ERCC2	ENSG00000104884	possible oncogene
19	45926759	ERCC1	ENSG00000012061	Unknown
19	46850251	PPP5C	ENSG00000011485	Unknown
19	47421933	ARHGAP35	ENSG00000160007	tsg
19	48673860	LIG1	ENSG00000105486	Unknown
19	48898132	GRIN2D	ENSG00000105464	possible oncogene
19	49496705	RUVBL2	ENSG00000183207	Unknown
19	50180529	PRMT1	ENSG00000126457	Unknown
19	50370812	PNKP	ENSG00000039650	Unknown
19	50432732	NUP62	ENSG00000213024	Unknown
19	50887608	POLD1	ENSG00000062822	Unknown
19	52693330	PPP2R1A	ENSG00000105568	oncogene
19	54619055	TFPT	ENSG00000105619	Unknown
19	55851221	SUV420H2	ENSG00000133247	Unknown
2	9770745	YWHAQ	ENSG00000134308	Unknown
2	10262455	RRM2	ENSG00000171848	Unknown
2	11606005	E2F6	ENSG00000169016	Unknown
2	11917333	LPIN1	ENSG00000134324	Unknown
2	17935125	GEN1	ENSG00000178295	Unknown
2	24787271	NCOA1	ENSG00000084676	Unknown
2	25016014	CENPO	ENSG00000138092	Unknown
2	25475180	DNMT3A	ENSG00000119772	tsg
2	26003178	ASXL2	ENSG00000143970	possible tsg
2	27008936	CENPA	ENSG00000115163	Unknown
2	27886490	SUPT7L	ENSG00000119760	Unknown
2	28113596	BRE	ENSG00000158019	Unknown
2	28974614	PPP1CB	ENSG00000213639	Unknown
2	30143525	ALK	ENSG00000171094	
2	32264881	DPY30	ENSG00000162961	Unknown
2	39347591	SOS1	ENSG00000115904	oncogene
2	42396490	EML4	ENSG00000143924	Unknown
2	42795657	MTA3	ENSG00000057935	Unknown
2	43453748	ZFP36L2	ENSG00000152518	possible tsg
2	47630108	MSH2	ENSG00000095002	
2	48010322	MSH6	ENSG00000116062	Unknown
2	54197977	PSME4	ENSG00000068878	Unknown
2	55459814	RPS27A	ENSG00000143947	Unknown
2	58134786	VRK2	ENSG00000028116	Unknown
2	58468458	FANCL	ENSG00000115392	Unknown
2	61764245	XPO1	ENSG00000082898	Unknown
2	65333524	RAB1A	ENSG00000138069	Unknown
2	70314585	PCBP1	ENSG00000169564	oncogene
2	73612886	ALMS1	ENSG00000116127	Unknown
2	74619214	DCTN1	ENSG00000204843	Unknown
2	74682150	INO80B	ENSG00000115274	Unknown
2	75185619	POLE4	ENSG00000115350	Unknown
2	86669171	KDM3A	ENSG00000115548	Unknown
2	97001525	NCAPH	ENSG00000121152	Unknown
2	97304053	KANSL3	ENSG00000114982	Unknown
2	100106435	REV1	ENSG00000135945	Unknown
2	109335937	RANBP2	ENSG00000153201	Unknown
2	111435640	BUB1	ENSG00000169679	Unknown
2	112642267	ANAPC1	ENSG00000153107	Unknown
2	122227853	CLASP1	ENSG00000074054	Unknown
2	128051752	ERCC3	ENSG00000163161	Unknown
2	128615731	POLR2D	ENSG00000144231	Unknown
2	128785694	SAP130	ENSG00000136715	Unknown
2	130939830	MZT2B	ENSG00000152082	Unknown
2	130956034	TUBA3E	ENSG00000152086	Unknown
2	132233666	TUBA3D	ENSG00000075886	Unknown
2	132249995	MZT2A	ENSG00000173272	Unknown
2	136633996	MCM6	ENSG00000076003	Unknown
2	148602086	ACVR2A	ENSG00000121989	possible tsg
2	148778319	ORC4	ENSG00000115947	Unknown
2	152266397	RIF1	ENSG00000080345	Unknown
2	162164549	PSMD14	ENSG00000115233	Unknown
2	169746955	SPC25	ENSG00000152253	Unknown
2	171785831	GORASP2	ENSG00000115806	Unknown
2	172543919	DYNC1I2	ENSG00000077380	Unknown
2	172778958	HAT1	ENSG00000128708	Unknown
2	176015810	ATF2	ENSG00000115966	Unknown
2	178128528	NFE2L2	ENSG00000116044	oncogene
2	183989173	NUP35	ENSG00000163002	Unknown
2	190649270	PMS1	ENSG00000064933	possible oncogene
2	198299803	SF3B1	ENSG00000115524	oncogene
2	201390890	SGOL2	ENSG00000163535	Unknown
2	201828403	ORC2	ENSG00000115942	Unknown
2	202098229	CASP8	ENSG00000064012	tsg
2	203103331	SUMO1	ENSG00000116030	Unknown
2	206950906	INO80D	ENSG00000114933	Unknown
2	209119857	IDH1	ENSG00000138413	oncogene
2	215595869	BARD1	ENSG00000138376	Unknown
2	216974020	XRCC5	ENSG00000079246	Unknown
2	219433598	RQCD1	ENSG00000144580	possible oncogene
2	220023084	NHEJ1	ENSG00000187736	Unknown
2	220117965	TUBA4B	ENSG00000243910	Unknown
2	220119330	TUBA4A	ENSG00000127824	Unknown
2	223163465	PAX3	ENSG00000135903	Unknown
2	225450065	CUL3	ENSG00000036257	tsg
2	231921608	PSMD1	ENSG00000173692	Unknown
2	232574491	PTMA	ENSG00000187514	possible tsg
2	232651158	COPS7B	ENSG00000144524	Unknown
2	234763212	HJURP	ENSG00000123485	Unknown
2	237994586	COPS8	ENSG00000198612	Unknown
2	242641461	ING5	ENSG00000168395	Unknown
20	524465	CSNK2A1	ENSG00000101266	Unknown
20	1093906	PSMF1	ENSG00000125818	Unknown
20	3776938	CDC25B	ENSG00000101224	Unknown
20	5107272	PCNA	ENSG00000132646	Unknown
20	5931298	MCM8	ENSG00000125885	Unknown
20	18122964	CSRP2BP	ENSG00000149474	Unknown
20	22565101	FOXA2	ENSG00000125798	possible tsg
20	25388365	GINS1	ENSG00000101003	Unknown
20	25566153	NINL	ENSG00000101004	Unknown
20	30327074	TPX2	ENSG00000088325	Unknown
20	30947368	ASXL1	ENSG00000171456	possible tsg
20	31407699	MAPRE1	ENSG00000101367	Unknown
20	32274210	E2F1	ENSG00000101412	Unknown
20	34043223	CEP250	ENSG00000126001	Unknown
20	34359905	PHF20	ENSG00000025293	Unknown
20	35402163	DSN1	ENSG00000149636	Unknown
20	35724398	RBL1	ENSG00000080839	Unknown
20	36012071	SRC	ENSG00000197122	Unknown
20	37377085	ACTR5	ENSG00000101442	Unknown
20	39969560	LPIN3	ENSG00000132793	Unknown
20	42295797	MYBL2	ENSG00000101057	Unknown
20	43514317	YWHAB	ENSG00000166913	Unknown
20	44441274	UBE2C	ENSG00000175063	Unknown
20	45523263	EYA2	ENSG00000064655	Unknown
20	54967252	AURKA	ENSG00000087586	Unknown
20	55904815	SPO11	ENSG00000054796	Unknown
20	55926308	RAE1	ENSG00000101146	Unknown
20	57594309	TUBB1	ENSG00000101162	Unknown
20	58507209	SYCP2	ENSG00000196074	Unknown
20	60718486	PSMA7	ENSG00000101182	Unknown
20	61427805	MRGBP	ENSG00000101189	Unknown
20	61569304	DIDO1	ENSG00000101191	Unknown
20	62168723	PTK6	ENSG00000101213	Unknown
20	62289665	RTEL1	ENSG00000258366	Unknown
21	33104388	SCAF4	ENSG00000156304	tsg
21	33651380	MIS18A	ENSG00000159055	Unknown
21	36260987	RUNX1	ENSG00000159216	tsg
21	38861087	DYRK1A	ENSG00000157540	Unknown
21	40685496	BRWD1	ENSG00000185658	Unknown
21	40720979	HMGN1	ENSG00000205581	Unknown
21	44527688	U2AF1	ENSG00000160201	oncogene
21	44985070	H2BFS	ENSG00000234289	Unknown
21	46237966	SUMO3	ENSG00000184900	Unknown
21	47744036	PCNT	ENSG00000160299	Unknown
22	18593453	TUBA8	ENSG00000183785	Unknown
22	19466695	UFD1L	ENSG00000070010	Unknown
22	19467416	CDC45	ENSG00000093009	Unknown
22	22221970	MAPK1	ENSG00000100030	oncogene
22	24129181	SMARCB1	ENSG00000099956	Unknown
22	29137788	CHEK2	ENSG00000183765	possible tsg
22	29999622	NF2	ENSG00000186575	tsg
22	30234265	ASCC2	ENSG00000100325	Unknown
22	31892549	SFI1	ENSG00000198089	Unknown
22	32340447	YWHAH	ENSG00000128245	Unknown
22	35796056	MCM5	ENSG00000100297	Unknown
22	38349670	POLR2F	ENSG00000100142	Unknown
22	38713444	CSNK1E	ENSG00000213923	Unknown
22	38966291	DMC1	ENSG00000100206	Unknown
22	39151947	SUN2	ENSG00000100242	Unknown
22	41347363	RBX1	ENSG00000100387	Unknown
22	41487790	EP300	ENSG00000100393	tsg
22	41681969	RANGAP1	ENSG00000100401	Unknown
22	42017354	XRCC6	ENSG00000196419	Unknown
22	42342697	CENPM	ENSG00000100162	Unknown
22	45559722	NUP50	ENSG00000093000	Unknown
22	45809500	SMC1B	ENSG00000077935	Unknown
22	46692638	GTSE1	ENSG00000075218	Unknown
22	50216949	BRD1	ENSG00000100425	Unknown
22	50683381	TUBGCP6	ENSG00000128159	Unknown
22	50689814	HDAC10	ENSG00000100429	Unknown
22	50746017	PLXNB2	ENSG00000196576	possible oncogene
22	50946689	NCAPH2	ENSG00000025770	Unknown
22	50994861	SYCE3	ENSG00000217442	Unknown
3	9005186	RAD18	ENSG00000070950	Unknown
3	9773413	BRPF1	ENSG00000156983	Unknown
3	9791628	OGG1	ENSG00000114026	Unknown
3	9834695	TADA3	ENSG00000171148	Unknown
3	10068183	FANCD2	ENSG00000144554	Unknown
3	10183472	VHL	ENSG00000134086	tsg
3	10362766	SEC13	ENSG00000157020	Unknown
3	12705647	RAF1	ENSG00000132155	
3	13461809	NUP210	ENSG00000132182	Unknown
3	14220283	XPC	ENSG00000154767	Unknown
3	20081515	KAT2B	ENSG00000114166	Unknown
3	20227698	SGOL1	ENSG00000129810	Unknown
3	23847394	UBE2E1	ENSG00000170142	Unknown
3	30647994	TGFBR2	ENSG00000163513	tsg
3	32612366	DYNC1LI1	ENSG00000144635	Unknown
3	33686766	CLASP2	ENSG00000163539	Unknown
3	37035289	MLH1	ENSG00000076242	
3	39093489	WDR48	ENSG00000114742	Unknown
3	39149129	GORASP1	ENSG00000114745	Unknown
3	41240925	CTNNB1	ENSG00000168036	oncogene
3	47205457	SETD2	ENSG00000181555	tsg
3	47555251	ELP6	ENSG00000163832	Unknown
3	47823407	SMARCC1	ENSG00000173473	Unknown
3	48229846	CDC25A	ENSG00000164045	Unknown
3	48488497	ATRIP	ENSG00000164053	Unknown
3	49449635	RHOA	ENSG00000067560	oncogene
3	49851379	UBA7	ENSG00000182179	Unknown
3	51996908	PCBP4	ENSG00000090097	Unknown
3	52443930	BAP1	ENSG00000163930	tsg
3	52713730	PBRM1	ENSG00000163939	tsg
3	53916229	ACTR8	ENSG00000113812	Unknown
3	63898275	ATXN7	ENSG00000163635	Unknown
3	64009236	PSMD6	ENSG00000163636	Unknown
3	73045936	PPP4R2	ENSG00000163605	Unknown
3	89156826	EPHA3	ENSG00000044524	
3	97691301	MINA	ENSG00000170854	Unknown
3	119813264	GSK3B	ENSG00000082701	Unknown
3	121264853	POLQ	ENSG00000051341	
3	127317066	MCM2	ENSG00000073111	Unknown
3	127842667	RUVBL1	ENSG00000175792	Unknown
3	128879880	ISY1	ENSG00000240682	Unknown
3	129158850	MBD4	ENSG00000129071	Unknown
3	133380737	TOPBP1	ENSG00000163781	Unknown
3	134204633	CEP63	ENSG00000182923	Unknown
3	135914688	MSL2	ENSG00000174579	Unknown
3	136471208	STAG1	ENSG00000118007	Unknown
3	138310798	CEP70	ENSG00000114107	Unknown
3	138553594	PIK3CB	ENSG00000051382	
3	141868386	TFDP2	ENSG00000114126	Unknown
3	142297668	ATR	ENSG00000175054	possible tsg
3	160117438	SMC4	ENSG00000113810	Unknown
3	168864076	MECOM	ENSG00000085276	Unknown
3	169482848	TERC	ENSG00000270141	Unknown
3	176915256	TBL1XR1	ENSG00000177565	possible tsg
3	178866311	PIK3CA	ENSG00000121879	oncogene
3	179280674	ACTL6A	ENSG00000136518	Unknown
3	183415606	YEATS2	ENSG00000163872	Unknown
3	184018369	PSMD2	ENSG00000175166	Unknown
3	184081149	POLR2H	ENSG00000163882	Unknown
3	186524290	RFC4	ENSG00000163918	Unknown
3	196230639	RNF168	ENSG00000163961	Unknown
4	1341054	UVSSA	ENSG00000163945	Unknown
4	1795039	FGFR3	ENSG00000068078	oncogene
4	1894509	WHSC1	ENSG00000109685	Unknown
4	2230958	POLN	ENSG00000130997	Unknown
4	2243848	HAUS3	ENSG00000214367	Unknown
4	2470867	RNF4	ENSG00000063978	Unknown
4	7045118	TADA2B	ENSG00000173011	Unknown
4	17812525	NCAPG	ENSG00000109805	Unknown
4	25378915	ANAPC4	ENSG00000053900	Unknown
4	39367995	RFC1	ENSG00000035928	Unknown
4	39979576	PDS5A	ENSG00000121892	Unknown
4	55524085	KIT	ENSG00000157404	possible oncogene
4	56412099	CLOCK	ENSG00000134852	Unknown
4	56815147	CEP135	ENSG00000174799	Unknown
4	57774075	REST	ENSG00000084093	Unknown
4	57845035	POLR2B	ENSG00000047315	Unknown
4	68411324	CENPC	ENSG00000145241	Unknown
4	76439496	RCHY1	ENSG00000163743	Unknown
4	76650004	USO1	ENSG00000138768	Unknown
4	77069668	NUP54	ENSG00000138750	Unknown
4	83931862	LIN54	ENSG00000189308	Unknown
4	83956378	COPS4	ENSG00000138663	Unknown
4	84406708	FAM175A	ENSG00000163322	Unknown
4	100871545	H2AFZ	ENSG00000164032	Unknown
4	103498871	NFKB1	ENSG00000109320	Unknown
4	104119565	CENPE	ENSG00000138778	Unknown
4	120988229	MAD2L1	ENSG00000164109	Unknown
4	122745087	CCNA2	ENSG00000145386	Unknown
4	128802082	PLK4	ENSG00000142731	Unknown
4	129732481	JADE1	ENSG00000077684	Unknown
4	140477362	SETD7	ENSG00000145391	Unknown
4	144434616	SMARCA5	ENSG00000153147	Unknown
4	146019365	ANAPC10	ENSG00000164162	Unknown
4	153457253	FBXW7	ENSG00000109670	tsg
4	154265801	MND1	ENSG00000121211	Unknown
4	174292094	SAP30	ENSG00000164105	Unknown
4	178230990	NEIL3	ENSG00000109674	Unknown
4	185395734	IRF2	ENSG00000168310	tsg
4	185655287	CENPU	ENSG00000151725	Unknown
4	187645009	FAT1	ENSG00000083857	tsg
5	612387	CEP72	ENSG00000112877	Unknown
5	1295104	TERT	ENSG00000164362	Unknown
5	15616091	FBXL7	ENSG00000183580	Unknown
5	23507724	PRDM9	ENSG00000164256	Unknown
5	34919094	RAD1	ENSG00000113456	Unknown
5	35856991	IL7R	ENSG00000168685	
5	36152091	SKP2	ENSG00000145604	Unknown
5	36876861	NIPBL	ENSG00000164190	tsg
5	37371283	NUP155	ENSG00000113569	Unknown
5	56111401	MAP3K1	ENSG00000095015	tsg
5	60240878	ERCC8	ENSG00000049167	Unknown
5	61602078	KIF2A	ENSG00000068796	Unknown
5	64858972	CENPK	ENSG00000123219	Unknown
5	67511604	PIK3R1	ENSG00000145675	tsg
5	68462837	CCNB1	ENSG00000134057	Unknown
5	68485375	CENPH	ENSG00000153044	Unknown
5	68665669	RAD17	ENSG00000152942	Unknown
5	70363430	GTF2H2	ENSG00000145736	Unknown
5	74807581	POLK	ENSG00000122008	Unknown
5	79950377	DHFR	ENSG00000228716	Unknown
5	79950467	MSH3	ENSG00000113318	possible oncogene
5	82373346	XRCC4	ENSG00000152422	Unknown
5	86563705	RASA1	ENSG00000145715	tsg
5	86708836	CCNH	ENSG00000134480	Unknown
5	112043218	APC	ENSG00000134982	tsg
5	126112840	LMNB1	ENSG00000113368	Unknown
5	131892630	RAD50	ENSG00000113522	Unknown
5	133512641	SKP1	ENSG00000113558	Unknown
5	133561833	PPP2CA	ENSG00000113575	Unknown
5	133706870	UBE2B	ENSG00000119048	Unknown
5	133861363	JADE2	ENSG00000043143	Unknown
5	137514322	BRD8	ENSG00000112983	Unknown
5	137514687	KIF20A	ENSG00000112984	Unknown
5	137549032	CDC23	ENSG00000094880	Unknown
5	137667524	CDC25C	ENSG00000158402	Unknown
5	137722266	KDM3B	ENSG00000120733	Unknown
5	141016437	HDAC3	ENSG00000171720	Unknown
5	153826105	SAP30L	ENSG00000164576	Unknown
5	159848917	PTTG1	ENSG00000164611	Unknown
5	162887372	HMMR	ENSG00000072571	Unknown
5	169010638	SPDL1	ENSG00000040275	Unknown
5	170814855	NPM1	ENSG00000181163	Unknown
5	171423991	FBXW11	ENSG00000072803	Unknown
5	176433752	UIMC1	ENSG00000087206	Unknown
5	176560926	NSD1	ENSG00000165671	tsg
5	177580830	NHP2	ENSG00000145912	Unknown
6	3157760	TUBB2A	ENSG00000137267	Unknown
6	3227969	TUBB2B	ENSG00000137285	Unknown
6	17706656	NUP153	ENSG00000124789	Unknown
6	18155560	KDM1B	ENSG00000165097	Unknown
6	20404034	E2F3	ENSG00000112242	Unknown
6	24667261	TDP2	ENSG00000111802	Unknown
6	24775166	GMNN	ENSG00000112312	Unknown
6	25726790	HIST1H2AA	ENSG00000164508	Unknown
6	25727137	HIST1H2BA	ENSG00000146047	Unknown
6	26020718	HIST1H3A	ENSG00000198366	Unknown
6	26021907	HIST1H4A	ENSG00000196176	Unknown
6	26027480	HIST1H4B	ENSG00000124529	Unknown
6	26032288	HIST1H3B	ENSG00000124693	Unknown
6	26033796	HIST1H2AB	ENSG00000137259	Unknown
6	26043885	HIST1H2BB	ENSG00000196226	Unknown
6	26045639	HIST1H3C	ENSG00000196532	Unknown
6	26056699	HIST1H1C	ENSG00000187837	
6	26104104	HIST1H4C	ENSG00000197061	Unknown
6	26124138	HIST1H2BC	ENSG00000180596	Unknown
6	26124373	HIST1H2AC	ENSG00000180573	Unknown
6	26158349	HIST1H2BD	ENSG00000158373	Unknown
6	26183958	HIST1H2BE	ENSG00000197697	Unknown
6	26189304	HIST1H4D	ENSG00000188987	Unknown
6	26199471	HIST1H2AD	ENSG00000196866	Unknown
6	26199521	HIST1H3D	ENSG00000197409	Unknown
6	26199748	HIST1H2BF	ENSG00000197846	Unknown
6	26204858	HIST1H4E	ENSG00000198518	Unknown
6	26216872	HIST1H2BG	ENSG00000187990	Unknown
6	26217165	HIST1H2AE	ENSG00000168274	Unknown
6	26225383	HIST1H3E	ENSG00000196966	Unknown
6	26240561	HIST1H4F	ENSG00000198327	Unknown
6	26250835	HIST1H3F	ENSG00000256316	Unknown
6	26251879	HIST1H2BH	ENSG00000197459	Unknown
6	26271612	HIST1H3G	ENSG00000256018	Unknown
6	26273144	HIST1H2BI	ENSG00000168242	Unknown
6	26285762	HIST1H4H	ENSG00000158406	Unknown
6	27100541	HIST1H2BJ	ENSG00000124635	Unknown
6	27100832	HIST1H2AG	ENSG00000196787	Unknown
6	27107076	HIST1H4I	ENSG00000198339	Unknown
6	27114577	HIST1H2BK	ENSG00000197903	Unknown
6	27114861	HIST1H2AH	ENSG00000184825	Unknown
6	27775709	HIST1H2BL	ENSG00000185130	Unknown
6	27775899	HIST1H2AI	ENSG00000196747	Unknown
6	27777842	HIST1H3H	ENSG00000203813	Unknown
6	27782607	HIST1H2AJ	ENSG00000182611	Unknown
6	27782822	HIST1H2BM	ENSG00000196374	Unknown
6	27791884	HIST1H4J	ENSG00000197238	Unknown
6	27799305	HIST1H4K	ENSG00000197914	Unknown
6	27806117	HIST1H2AK	ENSG00000184348	Unknown
6	27806440	HIST1H2BN	ENSG00000233822	Unknown
6	27833034	HIST1H2AL	ENSG00000198374	Unknown
6	27840099	HIST1H3I	ENSG00000182572	Unknown
6	27841289	HIST1H4L	ENSG00000198558	Unknown
6	27858570	HIST1H3J	ENSG00000197153	Unknown
6	27860963	HIST1H2AM	ENSG00000233224	Unknown
6	27861203	HIST1H2BO	ENSG00000196331	Unknown
6	33756913	LEMD2	ENSG00000161904	
6	35420138	FANCE	ENSG00000112039	Unknown
6	36164743	BRPF3	ENSG00000096070	Unknown
6	36646487	CDKN1A	ENSG00000124762	tsg
6	37321867	RNF8	ENSG00000112130	Unknown
6	41909493	CCND3	ENSG00000112576	Unknown
6	42952291	PPP2R5D	ENSG00000112640	Unknown
6	43544034	POLH	ENSG00000170734	Unknown
6	44215603	HSP90AB1	ENSG00000096384	Unknown
6	45290653	SUPT3H	ENSG00000196284	Unknown
6	49431091	CENPQ	ENSG00000031691	Unknown
6	52149635	MCM3	ENSG00000112118	Unknown
6	57182422	PRIM2	ENSG00000146143	Unknown
6	74231311	EEF1A1	ENSG00000156508	possible oncogene
6	88299861	ORC3	ENSG00000135336	Unknown
6	99963252	USP45	ENSG00000123552	Unknown
6	101329240	ASCC3	ENSG00000112249	Unknown
6	111804915	REV3L	ENSG00000009413	Unknown
6	114291888	HDAC2	ENSG00000196591	Unknown
6	126661320	CENPW	ENSG00000203760	Unknown
6	133562556	EYA4	ENSG00000112319	Unknown
6	150067664	NUP43	ENSG00000120253	Unknown
6	152011631	ESR1	ENSG00000091831	
6	152489486	SYNE1	ENSG00000131018	Unknown
6	153304714	FBXO5	ENSG00000112029	Unknown
6	157099063	ARID1B	ENSG00000049618	Unknown
6	158589384	GTF2H5	ENSG00000272047	Unknown
6	167412896	FGFR1OP	ENSG00000213066	Unknown
6	170862429	PSMB1	ENSG00000008018	Unknown
7	872142	SUN1	ENSG00000164828	Unknown
7	1272543	UNCX	ENSG00000164853	possible oncogene
7	2272580	MAD1L1	ENSG00000002822	Unknown
7	5553423	FBXL18	ENSG00000155034	Unknown
7	5570340	ACTB	ENSG00000075624	Unknown
7	6043637	PMS2	ENSG00000122512	possible tsg
7	6414154	RAC1	ENSG00000136238	oncogene
7	7680447	RPA3	ENSG00000106399	Unknown
7	23221657	NUPL2	ENSG00000136243	Unknown
7	42971822	PSMA2	ENSG00000106588	Unknown
7	44122063	POLM	ENSG00000122678	Unknown
7	44163129	POLD2	ENSG00000106628	Unknown
7	44887681	H2AFV	ENSG00000105968	Unknown
7	48019150	HUS1	ENSG00000136273	Unknown
7	55086725	EGFR	ENSG00000146648	oncogene
7	72361501	POM121	ENSG00000196313	Unknown
7	72742363	FKBP6	ENSG00000077800	Unknown
7	72936602	BAZ1B	ENSG00000009954	Unknown
7	74072357	GTF2I	ENSG00000077809	oncogene
7	75115548	POM121C	ENSG00000135213	Unknown
7	75988348	YWHAG	ENSG00000170027	Unknown
7	81392312	HGF	ENSG00000019991	
7	87505544	DBF4	ENSG00000006634	Unknown
7	91570189	AKAP9	ENSG00000127914	Unknown
7	92465908	CDK6	ENSG00000105810	Unknown
7	95401906	DYNC1I1	ENSG00000158560	Unknown
7	96339173	SHFM1	ENSG00000127922	Unknown
7	98478713	TRRAP	ENSG00000196367	Unknown
7	99686604	COPS6	ENSG00000168090	Unknown
7	99698380	MCM7	ENSG00000166508	Unknown
7	99775186	STAG3	ENSG00000066923	Unknown
7	100254084	ACTL6B	ENSG00000077080	Unknown
7	102119354	POLR2J	ENSG00000005075	Unknown
7	102985361	PSMC2	ENSG00000161057	Unknown
7	103848448	ORC5	ENSG00000164815	Unknown
7	104654637	KMT2E	ENSG00000005483	Unknown
7	106505723	PIK3CG	ENSG00000105851	possible oncogene
7	106685094	PRKAR2B	ENSG00000005249	Unknown
7	120590849	ING3	ENSG00000071243	Unknown
7	124570035	POT1	ENSG00000128513	Unknown
7	130080897	CEP41	ENSG00000106477	Unknown
7	135242679	NUP205	ENSG00000155561	Unknown
7	139876835	KDM7A	ENSG00000006459	Unknown
7	140624564	BRAF	ENSG00000157764	oncogene
7	148395006	CUL1	ENSG00000055130	oncogene
7	148581340	EZH2	ENSG00000106462	Unknown
7	150973820	SMARCD3	ENSG00000082014	Unknown
7	151217010	RHEB	ENSG00000106615	
7	152133090	KMT2C	ENSG00000055609	tsg
7	152373250	XRCC2	ENSG00000196584	Unknown
7	154794682	PAXIP1	ENSG00000157212	Unknown
7	158497457	NCAPG2	ENSG00000146918	Unknown
8	6264117	MCPH1	ENSG00000147316	Unknown
8	11627248	NEIL2	ENSG00000154328	Unknown
8	17780349	PCM1	ENSG00000078674	Unknown
8	22549927	EGR3	ENSG00000179388	
8	26150732	PPP2R2A	ENSG00000221914	Unknown
8	27632071	ESCO2	ENSG00000171320	Unknown
8	27950629	ELP3	ENSG00000134014	Unknown
8	30670113	PPP2CB	ENSG00000104695	Unknown
8	30706608	TEX15	ENSG00000133863	Unknown
8	30891317	WRN	ENSG00000165392	Unknown
8	37963457	ASH2L	ENSG00000129691	Unknown
8	38239763	WHSC1L1	ENSG00000147548	Unknown
8	38325242	FGFR1	ENSG00000077782	
8	41386740	GINS4	ENSG00000147536	Unknown
8	41909505	KAT6A	ENSG00000083168	Unknown
8	42196012	POLB	ENSG00000070501	Unknown
8	48173167	SPIDR	ENSG00000164808	Unknown
8	48872743	PRKDC	ENSG00000253729	Unknown
8	48873458	MCM4	ENSG00000104738	Unknown
8	48920960	UBE2V2	ENSG00000169139	Unknown
8	54934829	TCEA1	ENSG00000187735	Unknown
8	55370495	SOX17	ENSG00000164736	possible oncogene
8	56792394	LYN	ENSG00000254087	Unknown
8	61429416	RAB2A	ENSG00000104388	Unknown
8	67977178	COPS5	ENSG00000121022	Unknown
8	71060621	NCOA2	ENSG00000140396	Unknown
8	72268979	EYA1	ENSG00000104313	Unknown
8	73921099	TERF1	ENSG00000147601	Unknown
8	86089619	E2F5	ENSG00000133740	Unknown
8	90996944	NBN	ENSG00000104320	Unknown
8	95908906	CCNE2	ENSG00000175305	Unknown
8	101162851	POLR2K	ENSG00000147669	Unknown
8	101963504	YWHAZ	ENSG00000164924	Unknown
8	110346573	ENY2	ENSG00000120533	Unknown
8	117864491	RAD21	ENSG00000164754	Unknown
8	128748330	MYC	ENSG00000136997	oncogene
9	2021945	SMARCA2	ENSG00000080503	Unknown
9	4985245	JAK2	ENSG00000096968	
9	6758068	KDM4C	ENSG00000107077	Unknown
9	15510992	PSIP1	ENSG00000164985	tsg
9	19093211	HAUS6	ENSG00000147874	Unknown
9	21994410	CDKN2A	ENSG00000147889	tsg
9	22008952	CDKN2B	ENSG00000147883	Unknown
9	34620496	DCTN3	ENSG00000137100	Unknown
9	35073246	VCP	ENSG00000165280	Unknown
9	35080013	FANCG	ENSG00000221829	Unknown
9	37034103	PAX5	ENSG00000196092	
9	70856899	CBWD3	ENSG00000196873	
9	80646374	GNAQ	ENSG00000156052	oncogene
9	80851267	CEP78	ENSG00000148019	Unknown
9	86595713	RMI1	ENSG00000178966	Unknown
9	95362539	CENPP	ENSG00000188312	Unknown
